S.No.,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,CrdY,CrdR,Gls/per 90,Ast/per 90,xG/expexted season,xA/expected season,xG/per 90,xA/per 90,Season
773,Aleix Febas,es ESP,MF,Mallorca,25,1996,4,1,117,1.3,0,0,1,0,0,0,0,0.2,0,0.12,2021/2022
774,Nabil Fekir,fr FRA,MF,Betis,28,1993,34,33,"2,794",31,6,8,7,1,0.19,0.26,4.7,7,0.15,0.22,2021/2022
775,Felipe,br BRA,DF,Atlético Madrid,32,1989,26,15,"1,504",16.7,2,1,5,1,0.12,0.06,0.7,0.4,0.04,0.02,2021/2022
776,João Félix,pt POR,"FW,MF",Atlético Madrid,21,1999,24,13,"1,263",14,8,4,3,1,0.57,0.29,5.7,4.7,0.41,0.33,2021/2022
777,Aitor Fernández,es ESP,GK,Levante,30,1991,13,13,"1,166",13,0,0,1,1,0,0,0,0,0,0,2021/2022
778,Álex Fernández,es ESP,MF,Cádiz,28,1992,32,22,"2,051",22.8,3,2,2,0,0.13,0.09,3,1.3,0.13,0.06,2021/2022
779,Fernando,br BRA,"MF,DF",Sevilla,34,1987,24,21,"1,850",20.6,1,1,6,0,0.05,0.05,1,0.4,0.05,0.02,2021/2022
780,Fidel,es ESP,MF,Elche,31,1989,33,29,"2,261",25.1,5,6,9,0,0.2,0.24,2.8,4.4,0.11,0.17,2021/2022
781,José Fontán,es ESP,DF,Celta Vigo,21,2000,9,3,276,3.1,0,0,3,0,0,0,0.2,0.1,0.06,0.03,2021/2022
782,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0.02,2021/2022
783,Dimitri Foulquier,fr FRA,DF,Valencia,28,1993,29,25,"2,342",26,0,1,11,0,0,0.04,0.6,0.6,0.02,0.02,2021/2022
784,Juan Foyth,ar ARG,DF,Villarreal,23,1998,25,22,"1,924",21.4,1,1,6,1,0.05,0.05,0.7,1.1,0.03,0.05,2021/2022
785,Enric Franquesa,es ESP,"DF,FW",Levante,24,1997,16,6,625,6.9,0,0,1,0,0,0,0.1,0.1,0.02,0.02,2021/2022
786,Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,25,20,"1,760",19.6,4,7,4,0,0.2,0.36,4.9,3.3,0.25,0.17,2021/2022
787,Javi Galán,es ESP,DF,Celta Vigo,26,1994,37,37,"3,298",36.6,0,3,8,0,0,0.08,0.5,2.4,0.01,0.06,2021/2022
788,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,22,17,"1,378",15.3,0,0,4,0,0,0,0.4,0.6,0.03,0.04,2021/2022
789,Thiago Galhardo,br BRA,"FW,MF",Celta Vigo,32,1989,31,9,"1,148",12.8,2,2,5,0,0.16,0.16,3.4,1.9,0.27,0.15,2021/2022
790,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,28,1992,36,34,"2,998",33.3,7,4,6,0,0.21,0.12,5.3,4.7,0.16,0.14,2021/2022
791,Dani García,es ESP,MF,Athletic Club,31,1990,32,27,"2,177",24.2,0,0,9,0,0,0,0.6,0.6,0.02,0.02,2021/2022
792,David García,es ESP,DF,Osasuna,27,1994,35,35,"3,105",34.5,4,0,8,0,0.12,0,1.2,0.5,0.03,0.01,2021/2022
793,Eric García,es ESP,DF,Barcelona,20,2001,26,23,"2,039",22.7,0,0,5,1,0,0,0.2,0.1,0.01,0,2021/2022
794,Fran Garcia,es ESP,DF,Rayo Vallecano,21,1999,34,34,"3,025",33.6,1,0,4,0,0.03,0,0.9,1.7,0.03,0.05,2021/2022
795,Joan García,es ESP,GK,Espanyol,20,2001,2,1,108,1.2,0,0,0,0,0,0,0,0,0,0,2021/2022
796,Manu García,es ESP,MF,Alavés,23,1998,24,10,"1,077",12,0,1,3,0,0,0.08,0.3,1.1,0.03,0.09,2021/2022
797,Raúl García,es ESP,FW,Athletic Club,35,1986,35,24,"1,802",20,6,2,3,0,0.3,0.1,6.1,2.7,0.3,0.13,2021/2022
798,Rubén García,es ESP,"MF,FW",Osasuna,28,1993,37,30,"2,375",26.4,1,6,1,0,0.04,0.23,3.1,3.4,0.12,0.13,2021/2022
799,Saúl García,es ESP,MF,Alavés,26,1994,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2021/2022
800,Unai García,es ESP,DF,Osasuna,29,1992,18,15,"1,408",15.6,0,0,5,0,0,0,0.3,0.1,0.02,0.01,2021/2022
801,Mario Gaspar,es ESP,DF,Villarreal,30,1990,12,7,623,6.9,0,0,1,0,0,0,0.3,0.6,0.05,0.08,2021/2022
802,Gavi,es ESP,"MF,FW",Barcelona,16,2004,34,28,"2,316",25.7,2,5,11,1,0.08,0.19,3.6,3.2,0.14,0.12,2021/2022
803,Bryan Gil,es ESP,"MF,FW",Valencia,20,2001,13,9,753,8.4,0,1,3,0,0,0.12,1.4,1.5,0.16,0.18,2021/2022
804,Óscar Gil,es ESP,DF,Espanyol,24,1997,22,20,"1,688",18.8,0,2,7,0,0,0.11,0.2,2,0.01,0.11,2021/2022
805,Mario Gila,es ESP,DF,Real Madrid,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,2021/2022
806,Dani Gómez,es ESP,FW,Levante,23,1998,28,11,"1,063",11.8,4,2,1,0,0.34,0.17,4.7,2.2,0.4,0.19,2021/2022
807,Maxi Gómez,uy URU,FW,Valencia,24,1996,29,21,"1,956",21.7,5,1,7,1,0.23,0.05,4.8,1.9,0.22,0.09,2021/2022
808,Moi Gómez,es ESP,"MF,FW",Villarreal,27,1994,29,13,"1,286",14.3,2,2,2,0,0.14,0.14,2.6,2.7,0.18,0.19,2021/2022
809,Papu Gómez,ar ARG,"FW,MF",Sevilla,33,1988,29,19,"1,784",19.8,5,1,4,0,0.25,0.05,2,1.9,0.1,0.09,2021/2022
810,Sergi Gómez,es ESP,DF,Espanyol,29,1992,31,31,"2,720",30.2,1,2,1,1,0.03,0.07,0.4,1.2,0.01,0.04,2021/2022
811,Victor Gomez,es ESP,DF,Espanyol,21,2000,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2021/2022
812,Maxime Gonalons,fr FRA,MF,Granada,32,1989,25,20,"1,550",17.2,0,2,6,0,0,0.12,0.3,0.7,0.02,0.04,2021/2022
813,Diego González,es ESP,DF,Elche,26,1995,28,19,"1,793",19.9,0,0,3,1,0,0,0.3,0,0.01,0,2021/2022
814,Édgar González,es ESP,DF,Betis,24,1997,21,14,"1,464",16.3,1,1,6,0,0.06,0.06,1.1,0.8,0.07,0.05,2021/2022
815,Giovanni González,uy URU,DF,Mallorca,26,1994,9,3,365,4.1,1,0,1,0,0.25,0,0.3,0.9,0.09,0.22,2021/2022
816,Nicolás González,es ESP,MF,Barcelona,19,2002,27,12,"1,114",12.4,2,1,6,0,0.16,0.08,1.4,0.8,0.11,0.07,2021/2022
817,Peter González,do DOM,"MF,DF",Real Madrid,19,2002,3,0,27,0.3,0,0,0,0,0,0,0.1,0.2,0.22,0.7,2021/2022
818,Roberto González,es ESP,"FW,MF",Betis,20,2001,4,1,135,1.5,0,0,0,0,0,0,0.1,0,0.05,0.03,2021/2022
819,Gori,es ESP,MF,Espanyol,19,2002,1,0,9,0.1,0,0,1,0,0,0,0,0.1,0,0.5,2021/2022
820,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,32,25,"2,289",25.4,0,4,4,0,0,0.16,0.5,2.7,0.02,0.11,2021/2022
821,Jaume Grau,es ESP,MF,Osasuna,24,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2021/2022
822,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2021/2022
823,Clément Grenier,fr FRA,MF,Mallorca,30,1991,5,0,60,0.7,1,0,1,0,1.5,0,0.6,0,0.92,0.02,2021/2022
824,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,3,3,263,2.9,0,0,0,0,0,0,0.3,0,0.09,0,2021/2022
825,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,30,1991,26,21,"1,695",18.8,3,4,3,0,0.16,0.21,5.1,3.1,0.27,0.17,2021/2022
826,Andrés Guardado,mx MEX,MF,Betis,34,1986,28,17,"1,393",15.5,0,1,4,0,0,0.06,0.9,0.4,0.06,0.02,2021/2022
827,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,32,20,"1,710",19,8,2,3,0,0.42,0.11,7.1,2,0.37,0.1,2021/2022
828,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,29,1991,21,9,"1,046",11.6,0,0,5,0,0,0,0.1,0.1,0.01,0.01,2021/2022
829,Gonçalo Guedes,pt POR,"FW,MF",Valencia,24,1996,36,30,"2,606",29,11,6,3,0,0.38,0.21,6.4,4,0.22,0.14,2021/2022
830,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,17,11,867,9.6,0,0,2,0,0,0,0.1,0.3,0.01,0.03,2021/2022
831,John Guidetti,se SWE,"FW,MF",Alavés,29,1992,10,2,279,3.1,0,0,2,0,0,0,1,0.2,0.31,0.06,2021/2022
832,Gerard Gumbau,es ESP,MF,Elche,26,1994,31,20,"1,890",21,0,4,8,1,0,0.19,0.7,2.8,0.04,0.13,2021/2022
833,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,8,1,206,2.3,1,0,0,0,0.44,0,0.9,0.1,0.39,0.06,2021/2022
834,Raúl Guti,es ESP,MF,Elche,24,1996,31,17,"1,627",18.1,0,0,4,1,0,0,1.2,0.3,0.07,0.02,2021/2022
835,Marcos Mauro López Gutiérrez,ar ARG,DF,Cádiz,30,1991,3,1,136,1.5,0,0,1,0,0,0,0,0,0,0,2021/2022
836,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,3,3,260,2.9,0,1,1,0,0,0.35,0,0.4,0,0.14,2021/2022
837,Munir El Haddadi,ma MAR,"FW,MF",Sevilla,25,1995,16,4,474,5.3,2,0,3,0,0.38,0,1.4,0.6,0.26,0.11,2021/2022
838,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,17,16,"1,437",16,1,0,9,0,0.06,0,0.7,0.1,0.05,0.01,2021/2022
839,Eden Hazard,be BEL,"FW,MF",Real Madrid,30,1991,18,7,717,8,0,1,3,0,0,0.13,1,2,0.13,0.25,2021/2022
840,Kike Hermoso,es ESP,DF,Betis,21,1999,1,1,90,1,1,0,0,0,1,0,0.2,0,0.18,0,2021/2022
841,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,26,21,"1,865",20.7,2,1,6,1,0.1,0.05,2.2,0.8,0.1,0.04,2021/2022
842,Aridane Hernández,es ESP,DF,Osasuna,32,1989,15,12,"1,159",12.9,0,0,1,0,0,0,0.1,0.1,0.01,0,2021/2022
843,Luis Hernández,es ESP,DF,Cádiz,32,1989,16,15,"1,366",15.2,0,0,5,0,0,0,0.5,0.2,0.03,0.01,2021/2022
844,Mario Hernández,es ESP,"DF,FW",Rayo Vallecano,22,1999,9,5,395,4.4,1,0,3,0,0.23,0,0.2,0,0.06,0.01,2021/2022
845,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,21,8,859,9.5,0,0,4,0,0,0,0.4,0.5,0.04,0.05,2021/2022
846,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36,36,"3,240",36,0,0,3,0,0,0,0,0,0,0,2021/2022
847,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,23,19,"1,645",18.3,1,1,7,1,0.05,0.05,1.1,0.7,0.06,0.04,2021/2022
848,Matthew Hoppe,us USA,"FW,MF",Mallorca,20,2001,5,1,131,1.5,0,1,0,0,0,0.69,0.2,0.1,0.1,0.08,2021/2022
849,Robert Ibáñez,es ESP,"MF,FW",Osasuna,28,1993,4,1,93,1,0,0,0,0,0,0,0.2,0.3,0.23,0.28,2021/2022
850,Vicente Iborra,es ESP,MF,Villarreal,33,1988,20,12,"1,034",11.5,0,1,4,0,0,0.09,0.7,0.4,0.06,0.03,2021/2022
851,Oussama Idrissi,ma MAR,"MF,FW",Sevilla,25,1996,5,2,127,1.4,0,0,1,0,0,0,0.1,0.1,0.1,0.05,2021/2022
852,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,12,11,902,10,1,1,2,0,0.1,0.1,2,1.8,0.2,0.18,2021/2022
853,Iglesias,es ESP,DF,Getafe,23,1998,20,7,719,8,0,1,1,0,0,0.13,0.1,0.9,0.01,0.11,2021/2022
854,Borja Iglesias,es ESP,FW,Betis,28,1993,33,18,"1,573",17.5,10,0,4,0,0.57,0,7.7,2.7,0.44,0.15,2021/2022
855,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,8,6,374,4.2,0,0,1,0,0,0,0,0.3,0,0.07,2021/2022
856,Nikita Iosifov,ru RUS,MF,Villarreal,20,2001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021/2022
857,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,32,26,"2,140",23.8,6,2,6,0,0.25,0.08,9.8,3.2,0.41,0.13,2021/2022
858,Isco,es ESP,"MF,FW",Real Madrid,29,1992,14,3,331,3.7,1,0,1,0,0.27,0,0.7,1.4,0.2,0.39,2021/2022
859,Nicolas Jackson,sn SEN,"FW,MF",Villarreal,20,2001,9,0,165,1.8,0,0,1,0,0,0,1,0.5,0.52,0.26,2021/2022
860,Jakub Jankto,cz CZE,"DF,MF",Getafe,25,1996,14,6,587,6.5,0,2,1,1,0,0.31,0.2,1.4,0.03,0.22,2021/2022
861,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,26,1995,33,17,"1,625",18.1,3,0,5,0,0.17,0,4.1,2.9,0.23,0.16,2021/2022
862,Jason,es ESP,"MF,FW",Alavés,27,1994,14,10,678,7.5,0,1,1,0,0,0.13,0.9,1.7,0.13,0.22,2021/2022
863,Jason,es ESP,"MF,DF",Valencia,27,1994,5,1,75,0.8,0,0,2,0,0,0,0.1,0.2,0.07,0.29,2021/2022
864,Luis Javier Suárez,co COL,FW,Granada,23,1997,37,34,"2,844",31.6,8,4,6,0,0.25,0.13,9.8,3.1,0.31,0.1,2021/2022
865,Álvaro Jiménez,es ESP,"MF,FW",Cádiz,26,1995,9,1,234,2.6,0,0,0,0,0,0,0.1,0.1,0.03,0.05,2021/2022
866,Joaquín,es ESP,"FW,MF",Betis,40,1981,21,2,471,5.2,0,1,0,0,0,0.19,2,1.4,0.38,0.28,2021/2022
867,Jofre,es ESP,"MF,DF",Espanyol,20,2001,3,0,20,0.2,0,1,0,0,0,4.5,0,0.4,0,2.01,2021/2022
868,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,32,30,"2,476",27.5,3,3,7,1,0.11,0.11,4.8,3.4,0.18,0.12,2021/2022
869,Luuk de Jong,nl NED,FW,Barcelona,30,1990,21,6,654,7.3,6,0,1,0,0.83,0,4.6,0.2,0.63,0.03,2021/2022
870,Joan Jordán,es ESP,MF,Sevilla,27,1994,36,31,"2,514",27.9,0,1,9,0,0,0.04,0.8,1.6,0.03,0.06,2021/2022
871,Josan,es ESP,"DF,MF",Elche,31,1989,31,10,"1,211",13.5,2,3,2,0,0.15,0.22,1,3.2,0.08,0.24,2021/2022
872,Willian José,br BRA,FW,Betis,29,1991,32,19,"1,604",17.8,8,4,2,0,0.45,0.22,6.1,3,0.34,0.17,2021/2022
873,Joselu,es ESP,FW,Alavés,31,1990,37,35,"3,122",34.7,14,4,0,0,0.4,0.12,12.9,4.5,0.37,0.13,2021/2022
874,Josema,es ESP,DF,Elche,25,1996,6,1,183,2,0,0,0,0,0,0,0,0.1,0,0.05,2021/2022
875,Luka Jović,rs SRB,FW,Real Madrid,23,1997,15,1,369,4.1,1,3,1,0,0.24,0.73,2.3,0.8,0.56,0.2,2021/2022
876,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,2021/2022
877,José Juan Macías,mx MEX,"FW,MF",Getafe,21,1999,7,2,201,2.2,0,0,1,0,0,0,0.1,0,0.06,0,2021/2022
878,Juanmi,es ESP,FW,Betis,28,1993,33,26,"2,131",23.7,16,4,5,0,0.68,0.17,11.1,2.9,0.47,0.12,2021/2022
879,Lago Junior,ci CIV,"FW,MF",Mallorca,30,1990,6,1,177,2,0,0,0,0,0,0,0.6,0,0.28,0,2021/2022
880,Vinicius Júnior,br BRA,FW,Real Madrid,21,2000,35,30,"2,690",29.9,17,10,6,0,0.57,0.33,12.3,8,0.41,0.27,2021/2022
881,Jutglà,es ESP,FW,Barcelona,22,1999,6,4,301,3.3,1,0,1,0,0.3,0,1.6,0.2,0.48,0.07,2021/2022
882,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,22,17,"1,303",14.5,0,1,3,0,0,0.07,0.4,0.9,0.03,0.06,2021/2022
883,Lee Kang-in,kr KOR,"MF,FW",Mallorca,20,2001,30,15,"1,411",15.7,1,2,4,1,0.06,0.13,1.5,2.1,0.09,0.13,2021/2022
884,Kike,es ESP,FW,Osasuna,31,1989,33,18,"1,862",20.7,5,1,2,0,0.24,0.05,6.7,2,0.32,0.1,2021/2022
885,Koba Koindredi,fr FRA,MF,Valencia,19,2001,10,1,181,2,0,0,1,0,0,0,0,0.1,0.01,0.06,2021/2022
886,Koke,es ESP,MF,Atlético Madrid,29,1992,31,29,"2,508",27.9,1,2,6,0,0.04,0.07,1,1.5,0.03,0.05,2021/2022
887,Luca Koleosho,it ITA,FW,Espanyol,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021/2022
888,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,28,1993,28,21,"1,882",20.9,1,2,13,2,0.05,0.1,0.4,0.9,0.02,0.04,2021/2022
889,Jules Koundé,fr FRA,DF,Sevilla,22,1998,32,31,"2,736",30.4,2,1,2,2,0.07,0.03,1.1,2.3,0.04,0.08,2021/2022
890,Toni Kroos,de GER,MF,Real Madrid,31,1990,28,25,"2,103",23.4,1,3,4,0,0.04,0.13,2.2,3.2,0.09,0.14,2021/2022
891,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,20,2001,28,17,"1,605",17.8,1,0,4,0,0.06,0,2.8,3,0.15,0.17,2021/2022
892,Víctor Laguardia,es ESP,DF,Alavés,31,1989,34,34,"3,042",33.8,3,2,9,0,0.09,0.06,2,0.9,0.06,0.03,2021/2022
893,Diego Lainez,mx MEX,FW,Betis,21,2000,7,1,140,1.6,0,0,0,0,0,0,0.1,0.4,0.06,0.23,2021/2022
894,Érik Lamela,ar ARG,"FW,MF",Sevilla,29,1992,20,10,"1,015",11.3,5,2,5,0,0.44,0.18,3.1,1.7,0.27,0.15,2021/2022
895,Juanmi Latasa,es ESP,FW,Real Madrid,20,2001,1,0,9,0.1,0,0,0,0,0,0,0.1,0,0.64,0,2021/2022
896,Toni Lato,es ESP,DF,Valencia,23,1997,11,7,590,6.6,0,1,5,0,0,0.15,0,0.5,0,0.08,2021/2022
897,Robin Le Normand,es ESP,DF,Real Sociedad,24,1996,37,37,"3,330",37,1,1,6,0,0.03,0.03,1.5,0.5,0.04,0.01,2021/2022
898,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38,38,"3,420",38,0,0,4,0,0,0,0,0,0,0,2021/2022
899,Wu Lei,cn CHN,"FW,MF",Espanyol,29,1991,23,4,474,5.3,1,0,0,0,0.19,0,1.1,0.9,0.2,0.17,2021/2022
900,Florian Lejeune,fr FRA,DF,Alavés,30,1991,30,30,"2,699",30,0,0,9,1,0,0,1.5,0.2,0.05,0.01,2021/2022
901,Iñigo Lekue,es ESP,DF,Athletic Club,28,1993,25,22,"1,925",21.4,0,2,3,0,0,0.09,0.1,2.3,0.01,0.11,2021/2022
902,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,24,17,"1,440",16,4,5,2,0,0.25,0.31,3.4,3.3,0.21,0.21,2021/2022
903,Ruben Lendinez,es ESP,DF,Valencia,18,2003,4,1,137,1.5,0,0,2,0,0,0,0,0,0.01,0,2021/2022
904,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,21,7,826,9.2,0,1,4,0,0,0.11,0.2,0.3,0.02,0.04,2021/2022
905,Javier Llabrés,es ESP,"FW,MF",Mallorca,18,2002,5,1,132,1.5,0,0,0,0,0,0,0.1,0.1,0.08,0.09,2021/2022
906,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26,1995,29,29,"2,447",27.2,0,2,5,0,0,0.07,0.7,2.6,0.02,0.1,2021/2022
907,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,25,1996,16,11,994,11,1,1,3,0,0.09,0.09,1.1,2.4,0.1,0.22,2021/2022
908,Julen Lobete,es ESP,"FW,MF",Real Sociedad,20,2000,13,2,284,3.2,2,0,0,0,0.63,0,1,0,0.33,0.01,2021/2022
909,Renan Lodi,br BRA,DF,Atlético Madrid,23,1998,29,13,"1,181",13.1,2,2,4,0,0.15,0.15,0.7,1.8,0.05,0.14,2021/2022
910,David López,es ESP,"MF,DF",Espanyol,31,1989,18,8,743,8.3,0,0,1,0,0,0,0.4,0.4,0.05,0.04,2021/2022
911,Diego López,es ESP,GK,Espanyol,39,1981,36,36,"3,177",35.3,0,0,4,0,0,0,0,0,0,0,2021/2022
912,Javi López,es ESP,DF,Alavés,19,2002,9,4,462,5.1,0,0,2,0,0,0,0,0.4,0,0.08,2021/2022
913,Unai López,es ESP,MF,Rayo Vallecano,25,1995,27,13,"1,160",12.9,0,0,5,0,0,0,1.1,1.4,0.09,0.11,2021/2022
914,Anthony Lozano,hn HON,"FW,MF",Cádiz,28,1993,31,21,"1,672",18.6,7,2,8,0,0.38,0.11,5.1,0.9,0.27,0.05,2021/2022
915,Florentino Luís,pt POR,MF,Getafe,21,1999,22,9,992,11,0,1,2,0,0,0.09,0.1,0.3,0.01,0.03,2021/2022
916,José Luis Gayà,es ESP,DF,Valencia,26,1995,24,22,"1,871",20.8,2,4,8,2,0.1,0.19,1.2,2.6,0.06,0.12,2021/2022
917,José Luis Morales,es ESP,"FW,MF",Levante,34,1987,35,31,"2,719",30.2,13,7,7,0,0.43,0.23,14.3,5.2,0.47,0.17,2021/2022
918,Luismi,es ESP,"FW,MF",Sevilla,20,2001,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,2021/2022
919,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2,2,180,2,0,0,0,0,0,0,0,0,0,0,2021/2022
920,Darwin Machís,ve VEN,"MF,FW",Granada,28,1993,25,16,"1,376",15.3,4,2,2,0,0.26,0.13,1.8,2.3,0.12,0.15,2021/2022
921,Pablo Maffeo,es ESP,DF,Mallorca,24,1997,35,35,"2,945",32.7,1,4,10,0,0.03,0.12,1.7,2.1,0.05,0.06,2021/2022
922,Nemanja Maksimović,rs SRB,MF,Getafe,26,1995,35,34,"2,936",32.6,1,2,5,0,0.03,0.06,2.6,0.8,0.08,0.03,2021/2022
923,Hugo Mallo,es ESP,DF,Celta Vigo,30,1991,21,21,"1,826",20.3,1,1,5,2,0.05,0.05,0.9,2.7,0.04,0.14,2021/2022
924,Mickael Malsa,mq MTQ,MF,Levante,25,1995,26,11,"1,143",12.7,1,2,7,0,0.08,0.16,1.1,1.7,0.09,0.13,2021/2022
925,Giorgi Mamardashvili,ge GEO,GK,Valencia,20,2000,18,18,"1,620",18,0,0,2,0,0,0,0,0,0,0,2021/2022
926,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,27,1994,17,15,"1,298",14.4,0,0,5,0,0,0,0.5,0.1,0.03,0.01,2021/2022
927,Aïssa Mandi,dz ALG,DF,Villarreal,29,1991,17,14,"1,375",15.3,1,0,3,0,0.07,0,2.3,0.1,0.15,0,2021/2022
928,Nikola Maraš,rs SRB,DF,Rayo Vallecano,25,1995,16,11,"1,044",11.6,0,0,4,0,0,0,0,0.1,0,0.01,2021/2022
929,Marcelo,br BRA,DF,Real Madrid,33,1988,12,5,525,5.8,0,2,0,0,0,0.34,0.2,0.7,0.04,0.11,2021/2022
930,Iván Marcone,ar ARG,MF,Elche,31,1990,20,10,809,9,0,0,5,0,0,0,0.1,0,0.01,0,2021/2022
931,Óscar de Marcos,es ESP,DF,Athletic Club,32,1989,22,19,"1,679",18.7,1,2,5,0,0.05,0.11,0.3,2.1,0.01,0.12,2021/2022
932,José Mari,es ESP,MF,Cádiz,33,1987,11,4,386,4.3,0,0,3,1,0,0,0.3,0,0.08,0,2021/2022
933,José María Giménez,uy URU,DF,Atlético Madrid,26,1995,24,24,"2,042",22.7,1,1,7,0,0.04,0.04,1.7,0.9,0.08,0.04,2021/2022
934,Mariano,do DOM,FW,Real Madrid,27,1993,9,3,342,3.8,1,1,2,0,0.26,0.26,1.8,0.8,0.47,0.21,2021/2022
935,Mika Màrmol,es ESP,DF,Barcelona,19,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2021/2022
936,Roger Martí,es ESP,FW,Levante,30,1991,29,25,"2,115",23.5,7,3,8,0,0.3,0.13,8.4,3.2,0.36,0.14,2021/2022
937,Anthony Martial,fr FRA,"FW,MF",Sevilla,25,1995,9,7,490,5.4,0,1,1,0,0,0.18,0.4,0.1,0.07,0.02,2021/2022
938,Martín,es ESP,MF,Cádiz,22,1999,6,1,115,1.3,0,0,1,0,0,0,0.1,0,0.04,0.01,2021/2022
939,Ander Martin,es ESP,"FW,MF",Real Sociedad,20,2000,5,1,88,1,0,0,0,0,0,0,0.1,0.1,0.1,0.07,2021/2022
940,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,22,1999,7,1,186,2.1,0,0,0,0,0,0,0.6,0,0.3,0,2021/2022
941,Carlos Martín,es ESP,DF,Atlético Madrid,19,2002,1,0,6,0.1,0,0,1,0,0,0,0,0,0,0,2021/2022
942,Iván Martín,es ESP,"MF,FW",Alavés,22,1999,6,2,166,1.8,0,0,0,0,0,0,0.1,0,0.05,0,2021/2022
943,Iñigo Martínez,es ESP,DF,Athletic Club,30,1991,27,26,"2,341",26,3,0,9,2,0.12,0,2,0.5,0.08,0.02,2021/2022
944,Javi Martínez,es ESP,"MF,FW",Osasuna,21,1999,26,9,879,9.8,1,1,1,0,0.1,0.1,0.8,0.6,0.08,0.06,2021/2022
945,Pablo Martínez,es ESP,MF,Levante,23,1998,13,7,656,7.3,0,1,2,0,0,0.14,0.5,0.9,0.06,0.12,2021/2022
946,Omar Mascarell,es ESP,MF,Elche,28,1993,32,30,"2,493",27.7,0,0,6,0,0,0,0.5,0.2,0.02,0.01,2021/2022
947,Jaime Mata,es ESP,FW,Getafe,32,1988,22,4,672,7.5,1,0,7,0,0.13,0,1.3,0.6,0.17,0.08,2021/2022
948,Luís Maximiano,pt POR,GK,Granada,22,1999,35,35,"3,136",34.8,0,0,2,0,0,0,0,0,0,0,2021/2022
949,Borja Mayoral,es ESP,FW,Getafe,24,1997,18,11,"1,044",11.6,6,1,3,0,0.52,0.09,2.6,1.2,0.22,0.1,2021/2022
950,Jordi Mboula,es ESP,FW,Mallorca,22,1999,11,5,434,4.8,0,0,2,0,0,0,0.5,0.1,0.1,0.02,2021/2022
951,Óscar Melendo,es ESP,"MF,FW",Espanyol,23,1997,21,14,990,11,0,0,0,0,0,0,0.5,1.7,0.04,0.15,2021/2022
952,Gonzalo Melero,es ESP,MF,Levante,27,1994,29,20,"1,692",18.8,7,2,5,0,0.37,0.11,4.2,1,0.22,0.05,2021/2022
953,Memphis,nl NED,FW,Barcelona,27,1994,28,20,"1,851",20.6,12,2,3,0,0.58,0.1,11.2,4.4,0.54,0.21,2021/2022
954,Tomás Mendes,es ESP,MF,Alavés,16,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,2021/2022
